DTYYYYMMDD,HPG,REE,MSN,MBB,VIC,DPM,SBT,CTG,SSI,VCB,GMD,FPT,VNM,STB
20190611,23.0,32.7,86.0,19.17,117.0,17.3,16.31,20.5,24.12,66.81,24.69,44.35,122.4,11.7
20190612,23.1,32.2,85.0,19.07,116.0,17.2,16.8,20.25,23.79,66.41,24.55,44.2,122.11,11.65
20190613,23.0,32.05,84.5,19.07,115.5,17.35,16.75,20.15,23.74,66.71,24.55,43.71,120.16,11.6
20190614,22.95,31.85,84.2,19.17,115.5,17.15,16.8,20.3,23.74,68.59,24.5,43.56,120.64,11.65
20190617,22.45,31.55,83.5,19.17,114.5,16.5,16.8,20.45,23.55,68.59,24.5,43.22,120.64,11.45
20190618,23.05,31.6,82.0,19.07,114.0,16.55,16.8,20.25,23.41,69.68,24.45,43.22,119.96,11.2
20190619,23.85,31.85,82.8,19.12,115.9,16.25,16.8,20.25,23.74,69.18,24.45,43.81,120.35,11.3
20190620,23.6,32.15,82.5,19.72,116.0,16.3,16.75,21.0,24.03,70.87,24.6,44.54,120.25,11.5
20190621,23.7,32.25,84.0,19.72,114.5,16.0,16.7,21.4,24.03,70.37,24.69,44.54,122.4,11.45
20190624,23.35,32.15,84.1,19.72,116.4,16.3,16.75,21.4,23.84,72.36,24.69,44.3,120.06,11.7
20190625,23.1,31.75,84.0,19.54,116.4,16.1,16.75,21.05,23.79,71.76,24.5,45.62,120.35,11.65
20190626,22.9,32.0,85.5,19.31,116.9,15.65,16.75,20.9,23.74,69.88,24.93,45.28,120.45,11.5
20190627,22.55,31.65,82.0,19.07,114.9,15.0,16.7,20.65,23.55,68.89,24.55,44.54,120.06,11.3
20190628,23.5,31.75,83.0,19.35,115.7,15.15,16.8,19.5,23.74,69.88,24.55,44.64,119.96,11.35
20190701,23.0,32.0,85.6,19.58,117.2,15.8,16.85,20.85,23.93,70.67,24.93,46.21,121.91,11.55
20190702,22.6,32.2,84.6,19.58,115.8,15.55,16.8,20.8,23.69,69.88,25.12,46.02,122.01,11.45
20190703,22.15,33.05,84.5,19.44,115.4,15.25,16.75,21.05,23.79,68.99,25.59,45.92,122.89,11.35
20190704,22.3,33.35,85.2,19.58,116.5,15.6,16.75,21.15,24.12,71.86,25.59,46.07,123.08,11.45
20190705,22.3,33.35,85.0,19.72,116.7,15.45,16.75,21.15,24.27,71.96,25.63,45.72,123.08,11.4
20190708,21.75,33.5,84.5,19.54,116.0,15.45,16.75,20.9,24.03,70.67,25.21,45.43,121.13,11.4
20190709,21.35,33.55,84.2,19.63,116.0,15.5,17.0,20.95,23.98,71.27,25.26,45.87,121.91,11.35
20190710,21.35,34.15,84.2,19.54,116.8,15.65,17.0,21.0,23.84,71.86,25.49,46.16,121.91,11.45
20190711,21.55,33.8,82.5,19.81,116.5,15.5,17.05,21.55,24.03,73.35,25.49,46.11,122.11,11.5
20190712,21.9,33.7,81.5,19.77,116.0,15.45,17.0,21.45,23.98,73.05,25.35,46.11,120.94,11.4
20190715,21.45,34.0,79.9,19.86,114.2,15.35,17.0,21.5,23.93,74.34,25.68,46.41,120.16,11.35
20190716,21.6,33.65,80.4,20.14,115.9,15.35,17.0,21.7,23.93,76.52,25.78,46.41,120.94,11.4
20190717,21.35,33.5,79.8,20.46,115.5,15.3,16.9,21.9,24.7,75.53,25.54,46.16,122.3,11.55
20190718,20.95,33.3,75.8,20.56,114.8,15.2,16.8,21.65,24.46,75.73,25.3,45.92,121.52,11.55
20190719,20.6,33.05,77.7,20.56,116.0,15.15,16.7,21.85,24.51,78.3,25.35,47.29,123.76,11.7
20190722,20.75,32.85,79.2,20.56,116.5,15.15,16.6,21.6,23.98,78.3,25.12,47.44,122.4,11.5
20190723,21.7,33.6,79.6,21.02,119.8,15.1,16.45,21.65,24.03,78.2,25.21,47.88,122.3,11.5
20190724,21.55,33.35,80.7,20.93,122.0,15.0,16.45,21.25,23.65,76.22,25.07,47.68,122.5,11.35
20190725,22.4,33.25,80.8,20.74,123.2,14.9,16.35,21.25,23.31,77.01,25.07,47.73,122.01,11.2
20190726,22.55,32.75,80.9,20.69,122.1,14.7,16.25,21.2,23.36,77.81,25.16,47.88,121.42,11.15
20190729,22.1,32.6,81.0,20.79,124.4,14.9,16.45,20.9,23.07,80.29,25.02,47.68,120.45,10.95
20190730,21.5,32.6,79.9,20.23,122.5,14.5,16.55,20.7,22.35,79.89,24.93,46.9,120.45,10.85
20190731,22.55,32.75,80.0,20.56,122.0,14.4,16.65,20.75,22.21,79.49,24.64,47.49,120.16,10.7
20190801,22.6,33.3,80.1,20.37,124.4,14.35,16.75,20.4,22.31,79.79,24.27,47.44,121.13,10.5
20190802,22.45,33.0,79.0,20.32,122.5,14.0,16.8,20.35,22.07,78.4,24.55,47.88,120.94,10.6
20190805,22.15,32.5,76.8,20.19,118.0,13.65,16.7,20.35,21.35,76.72,24.55,48.08,118.98,10.45
20190806,21.75,32.05,75.0,19.77,119.8,13.65,16.55,20.2,20.73,75.63,25.07,48.03,117.23,10.45
20190807,22.1,31.9,74.8,19.72,118.0,13.55,16.3,20.2,20.29,77.71,24.97,48.81,118.01,10.4
20190808,23.3,34.0,74.8,20.0,122.0,13.75,16.2,20.45,20.29,77.81,26.44,49.35,117.91,10.45
20190809,23.1,34.4,76.1,19.86,120.2,14.05,16.0,20.5,21.06,77.81,26.15,50.14,118.01,10.35
20190812,23.6,34.8,76.0,20.28,120.0,14.4,16.0,20.35,21.2,77.01,26.11,51.31,117.62,10.35
20190813,23.45,36.0,75.6,20.56,118.1,14.0,16.0,20.6,20.92,75.63,25.68,51.51,115.08,10.2
20190814,23.45,35.9,75.6,20.65,118.6,13.85,15.8,20.5,20.87,75.63,25.49,52.2,115.77,10.15
20190815,23.25,36.55,76.1,20.65,121.0,13.85,16.1,20.4,20.92,78.3,26.39,53.0,118.98,10.35
20190816,23.05,37.55,77.0,20.74,122.0,13.8,16.0,20.5,21.3,77.21,26.91,52.0,121.03,10.3
20190819,23.05,37.5,77.1,20.42,121.9,13.75,16.1,20.5,21.25,76.12,26.91,52.4,121.81,10.25
20190820,22.9,37.0,76.2,20.51,121.0,13.75,16.2,20.6,21.16,76.22,27.38,54.0,121.33,10.3
20190821,23.2,37.2,77.0,20.83,122.4,13.65,16.2,20.75,21.54,79.29,27.05,53.6,120.84,10.25
20190822,23.05,36.7,78.0,20.88,126.1,13.65,16.15,20.6,21.44,79.29,26.58,53.0,120.94,10.3
20190823,23.4,36.3,77.0,20.97,125.0,13.85,16.15,20.5,21.35,78.5,26.63,54.4,119.96,10.7
20190826,22.8,36.3,76.0,21.57,124.8,13.6,16.0,20.3,20.68,77.11,26.72,53.7,117.52,10.55
20190827,22.4,36.5,75.0,21.57,122.5,13.45,15.9,20.3,20.49,75.83,26.34,52.8,116.06,10.45
20190828,22.25,36.4,74.8,21.62,122.0,13.25,15.9,20.25,20.44,76.32,26.34,52.1,116.45,10.35
20190829,22.15,36.35,75.0,21.62,122.5,13.45,15.9,20.2,20.25,76.12,26.63,52.7,119.96,10.35
20190830,22.2,36.65,75.4,21.39,123.5,13.7,16.5,20.2,20.58,77.01,27.0,53.1,119.96,10.4
20190903,21.65,36.9,74.0,21.11,123.0,13.65,16.5,19.95,20.53,77.11,26.77,53.7,120.94,10.2
20190904,21.6,36.0,75.0,21.3,122.4,13.65,16.65,20.0,20.49,76.62,26.72,53.2,120.74,10.15
20190905,21.7,35.3,74.5,20.93,122.0,13.5,16.8,19.95,20.39,76.92,26.63,52.6,118.98,10.15
20190906,21.4,35.55,74.0,20.93,121.1,13.35,16.85,19.9,20.2,76.62,26.63,52.9,119.76,10.15
20190909,21.2,35.25,74.0,20.93,122.6,13.35,16.85,19.95,20.01,76.52,26.25,53.8,121.42,10.1
20190910,21.3,35.0,76.1,20.88,122.0,13.2,16.85,19.75,19.82,77.01,25.35,54.0,120.64,10.05
20190911,22.05,36.1,78.0,20.97,121.5,12.75,16.85,19.8,19.86,77.51,25.12,54.1,119.08,10.05
20190912,22.55,37.15,76.8,21.39,121.5,12.95,17.1,20.15,19.96,78.8,25.59,56.5,118.98,10.15
20190913,22.6,37.1,76.5,21.57,122.4,13.0,17.5,20.85,20.44,81.18,25.59,56.8,119.08,10.35
20190916,22.65,36.6,77.8,21.67,122.8,13.05,17.95,20.75,20.53,80.29,25.59,57.7,120.48,10.35
20190917,22.7,36.7,79.5,21.57,122.8,13.0,18.0,20.75,20.73,80.38,25.59,57.6,121.47,10.2
20190918,23.0,37.2,80.9,21.85,122.2,13.2,17.9,20.8,20.68,79.89,25.82,56.4,122.66,10.2
20190919,22.95,37.2,80.2,22.0,121.5,13.15,17.85,21.25,20.82,80.78,25.78,57.8,122.56,10.55
20190920,22.65,38.8,80.2,22.05,119.4,13.3,17.95,21.1,20.53,80.29,25.92,58.2,121.07,10.35
20190923,22.0,38.0,80.0,22.05,119.0,13.15,17.9,21.0,20.44,78.3,25.87,56.5,123.45,10.55
20190924,22.15,38.15,79.0,22.15,120.1,13.05,17.95,20.75,20.73,79.89,26.11,56.2,125.83,10.5
20190925,21.9,39.5,79.0,22.15,119.7,13.05,17.95,20.8,20.73,79.99,26.39,57.4,125.33,10.6
20190926,22.25,39.65,78.5,22.6,119.0,13.6,18.0,21.15,21.68,80.29,26.34,57.7,128.9,10.7
20190927,22.15,39.0,79.4,22.7,119.8,13.55,17.95,21.15,22.21,82.17,26.15,58.5,129.0,10.65
20190930,21.95,38.15,78.5,22.8,119.8,13.35,17.85,21.15,22.02,81.38,25.87,57.7,128.61,10.55
20191001,21.9,39.2,78.8,23.05,119.9,13.55,17.8,21.3,22.16,82.66,25.97,58.5,126.92,10.5
20191002,21.75,38.05,77.0,23.0,118.0,13.3,17.85,21.0,22.4,81.28,25.87,57.2,125.93,10.4
20191003,21.55,38.6,78.0,22.95,118.0,13.45,17.75,21.0,22.4,81.28,26.15,57.2,127.91,10.5
20191004,21.35,37.4,77.4,22.65,118.0,14.15,17.75,20.6,21.6,82.27,25.92,56.8,127.52,10.4
20191007,21.3,37.0,76.5,22.4,117.0,14.2,17.8,20.55,21.1,82.07,25.49,55.5,128.01,10.5
20191008,21.9,38.0,76.9,22.7,117.1,14.6,17.9,20.75,21.4,84.35,25.12,56.1,127.91,11.0
20191009,21.9,38.5,77.0,22.9,117.0,14.75,17.9,21.3,21.3,83.75,24.93,56.4,125.93,10.9
20191010,21.5,37.8,77.0,22.75,116.9,14.45,17.95,21.15,21.3,83.85,25.02,56.4,125.93,10.8
20191011,21.5,37.8,77.0,22.75,118.0,14.45,18.0,21.15,21.3,84.55,25.26,56.5,126.92,11.0
20191014,21.45,38.0,76.6,23.45,118.0,14.6,18.7,21.7,21.75,84.25,25.12,57.7,127.52,11.1
20191015,21.35,37.7,78.2,23.35,118.4,15.3,18.8,21.7,21.6,84.45,24.93,57.4,127.22,11.05
20191016,21.3,37.05,77.8,23.3,118.0,15.1,18.75,21.9,21.55,85.34,24.93,57.5,129.3,11.05
20191017,21.4,36.5,77.0,23.2,117.0,14.8,18.7,21.9,21.35,84.45,24.83,56.7,129.9,10.9
20191018,21.4,36.75,76.0,23.0,117.0,14.95,18.7,21.6,21.1,84.25,24.93,57.1,131.38,10.8
20191021,21.2,36.7,75.0,22.65,116.9,14.65,18.65,21.25,20.8,83.46,25.02,56.5,132.47,10.95
20191022,21.6,36.05,74.4,22.85,116.8,14.1,18.35,21.6,20.9,84.65,25.21,56.3,131.38,11.0
20191023,21.85,36.3,75.8,22.9,117.1,14.4,18.6,21.45,20.8,84.55,25.87,56.4,131.18,11.0
20191024,22.0,36.7,75.6,22.95,117.2,14.35,18.65,21.5,21.3,86.13,25.68,58.2,131.48,10.95
20191025,21.8,37.0,74.6,23.2,117.2,14.05,18.7,22.0,21.3,87.22,25.87,58.0,133.37,10.9
20191028,22.2,36.6,74.5,23.0,117.7,14.0,19.0,22.0,21.25,86.63,25.49,58.1,132.67,10.85
20191029,22.2,37.95,74.0,22.85,117.8,14.2,18.9,22.05,21.15,85.64,25.4,57.9,132.97,10.65
20191030,22.0,37.7,74.0,23.05,119.6,14.0,18.9,22.15,21.35,87.03,25.4,57.8,130.89,10.7
20191031,21.8,37.5,74.2,23.0,119.0,13.65,18.75,22.0,21.35,86.93,25.21,57.9,128.9,10.8
20191101,21.9,37.65,75.7,22.95,122.5,13.9,18.75,22.3,21.5,88.02,25.21,58.5,131.28,10.9
20191104,21.75,38.3,76.3,23.3,121.7,13.65,18.1,22.45,21.75,91.19,25.4,59.9,130.19,10.9
20191105,21.9,37.9,76.0,23.25,121.5,13.65,18.3,22.4,21.8,90.0,25.9,59.8,128.11,10.95
20191106,22.0,37.9,76.0,23.55,121.9,13.75,18.45,22.3,21.7,90.2,25.55,59.5,129.0,11.0
20191107,22.7,38.5,76.5,23.5,120.8,13.8,18.9,22.25,22.05,90.49,25.5,59.5,128.01,10.9
20191108,22.7,38.1,76.8,23.4,120.5,13.75,18.95,22.3,22.05,90.69,25.35,59.6,128.11,10.85
20191111,22.8,37.65,74.5,23.45,118.9,13.7,18.9,21.95,21.7,90.49,25.2,60.0,128.21,10.8
20191112,23.0,37.6,75.0,23.3,119.4,14.2,18.9,22.0,21.65,90.89,25.1,61.0,126.43,10.75
20191113,22.65,37.6,74.3,23.25,119.0,14.0,18.9,21.85,21.65,89.7,25.05,60.5,124.44,10.8
20191114,22.65,36.85,75.2,22.95,119.3,14.05,18.8,21.6,21.45,90.1,24.95,58.3,124.84,10.7
20191115,22.65,37.1,74.5,22.75,119.6,14.0,18.8,21.7,21.1,88.91,25.0,58.6,121.96,10.7
20191118,22.9,37.35,74.4,22.6,118.1,13.95,18.8,21.4,21.0,86.83,24.95,57.5,119.78,10.6
20191119,22.8,38.0,74.0,22.75,117.1,13.7,18.8,21.5,21.1,90.2,25.0,58.3,123.35,10.6
20191120,22.4,37.7,73.6,22.6,116.0,13.7,18.7,21.3,20.9,88.71,24.8,56.8,122.95,10.4
20191121,22.0,37.25,71.5,22.4,115.3,13.05,18.6,21.3,20.4,86.73,24.5,56.0,120.97,10.2
20191122,22.1,36.7,70.5,22.35,116.2,13.15,18.2,21.1,20.1,84.75,24.0,56.0,120.48,10.25
20191125,22.25,36.3,71.5,22.4,116.0,13.25,18.2,21.15,20.25,83.75,24.0,56.6,121.86,10.15
20191126,22.65,36.5,71.5,22.65,115.2,12.8,18.5,21.2,20.0,83.95,24.2,57.1,121.96,10.15
20191127,22.6,36.25,71.0,22.6,115.6,13.05,18.7,21.05,19.85,85.54,24.0,57.0,121.07,10.1
20191128,22.6,35.9,69.5,22.1,115.7,12.9,18.7,20.45,19.85,84.55,23.85,56.0,121.07,10.1
20191129,22.85,36.15,70.0,22.15,115.7,12.95,18.7,20.45,19.8,84.55,23.75,56.4,120.48,10.1
20191202,22.95,35.8,69.0,21.4,115.0,12.8,18.55,19.8,19.5,82.76,23.5,54.6,117.3,10.0
20191203,23.45,35.7,64.2,21.55,115.0,12.8,18.5,19.6,19.3,81.28,23.35,54.5,115.42,9.75
20191204,23.45,36.3,62.5,22.2,115.5,12.8,18.55,20.45,19.8,83.95,23.5,55.4,117.8,10.1
20191205,23.1,36.0,62.0,21.85,115.8,12.8,18.6,20.1,19.6,84.05,23.3,54.9,116.81,10.05
20191206,23.85,36.0,62.5,21.85,115.9,13.1,18.65,20.3,19.5,84.15,22.8,55.0,115.32,10.0
20191209,24.2,36.25,60.5,21.45,115.9,13.4,18.65,20.15,19.6,84.45,23.0,55.3,117.1,9.95
20191210,24.4,36.6,56.6,21.1,115.9,13.1,18.6,20.05,19.2,84.65,22.9,55.5,117.2,10.05
20191211,24.4,36.8,55.7,21.8,115.9,13.2,18.6,19.85,19.0,85.14,22.9,56.5,117.6,10.05
20191212,24.2,36.85,58.5,21.8,116.0,13.2,18.55,20.15,19.4,86.73,23.1,57.0,118.2,10.1
20191213,23.8,36.5,58.0,21.8,116.0,13.3,18.5,20.6,19.2,87.62,23.6,57.1,117.01,10.05
20191216,23.75,36.6,56.7,21.4,115.8,13.5,18.55,20.3,19.05,85.24,23.9,56.5,117.7,10.05
20191217,23.15,36.0,56.1,21.05,115.8,13.45,18.55,20.25,18.65,84.55,23.5,55.4,116.11,10.05
20191218,22.55,35.9,56.4,21.0,115.8,13.2,18.25,20.15,18.4,85.94,23.55,55.5,117.6,9.94
20191219,22.8,35.8,55.6,20.7,115.8,12.9,18.0,20.15,18.1,87.22,23.8,55.8,118.69,9.93
20191220,23.0,35.8,55.0,21.0,115.8,12.95,18.4,20.35,18.3,87.52,23.85,56.5,118.99,10.0
20191223,23.05,35.5,51.6,21.05,115.7,13.0,18.4,20.55,18.35,90.1,24.3,56.1,117.01,10.2
20191224,23.2,35.9,54.5,20.75,115.5,13.45,18.45,20.6,18.35,89.21,23.95,56.4,117.6,10.1
20191225,23.15,35.6,55.7,21.0,115.5,13.4,18.4,20.6,18.2,89.11,23.95,57.5,117.01,10.1
20191226,23.0,35.5,57.0,20.85,115.4,13.35,18.5,20.6,18.25,88.61,23.5,57.4,117.0,10.1
20191227,23.55,35.9,56.9,20.9,115.2,13.2,18.5,20.65,18.1,89.7,23.5,57.6,118.2,10.15
20191230,23.65,36.65,57.1,20.95,115.0,13.05,18.5,21.05,18.15,91.0,23.3,58.6,116.5,10.1
20191231,23.5,36.3,56.5,20.8,115.0,12.95,18.5,20.9,18.05,90.2,23.3,58.3,116.5,10.05
20200102,24.0,36.95,57.0,21.2,115.0,12.95,18.6,21.5,18.4,90.8,23.2,58.6,117.9,10.2
20200103,24.15,36.5,57.5,21.25,115.3,12.8,18.6,21.3,18.25,89.9,22.75,57.6,118.3,10.2
20200106,24.0,36.45,56.6,20.95,114.5,12.7,18.6,21.35,18.2,87.5,22.25,57.0,117.4,10.05
20200107,23.7,36.65,56.8,21.0,114.7,12.55,18.7,21.7,18.25,87.8,21.75,58.1,118.5,10.15
20200108,23.45,35.7,56.0,20.7,114.3,12.5,18.6,21.65,17.75,87.0,21.0,56.8,118.8,9.98
20200109,24.0,35.7,57.0,21.05,114.7,13.0,18.7,22.45,17.95,88.7,21.7,57.6,118.6,10.15
20200110,24.2,35.7,56.5,21.4,114.8,12.75,18.7,23.55,18.3,89.5,22.0,57.5,118.9,10.5
20200113,24.25,35.75,57.0,21.3,114.9,12.9,18.7,23.2,18.3,89.4,21.5,57.1,117.4,10.4
20200114,25.0,35.8,56.6,21.5,115.0,12.8,18.65,23.5,18.4,89.4,21.5,57.0,117.8,10.3
20200115,25.15,35.55,56.5,21.45,115.0,12.75,18.7,23.6,18.4,89.3,21.35,57.0,117.8,10.25
20200116,25.3,36.4,56.2,22.0,115.0,12.5,18.6,24.9,19.1,89.5,21.2,58.0,118.2,10.4
20200117,25.0,36.5,55.0,22.0,114.9,12.5,18.5,24.95,19.25,94.5,21.4,57.6,118.6,10.6
20200120,25.5,36.75,54.3,22.0,114.9,12.6,18.5,25.1,19.25,94.0,21.3,57.4,119.0,10.7
20200121,25.85,37.3,54.5,22.55,114.9,12.65,18.45,25.3,19.25,94.0,21.4,55.5,121.0,10.9
20200122,26.3,37.0,53.4,22.4,114.9,12.6,18.6,25.6,19.3,93.4,21.55,56.5,121.3,10.9
20200130,25.3,35.8,50.1,21.25,114.9,12.45,18.6,24.35,18.5,88.9,20.5,54.7,116.6,10.35
20200131,24.1,33.9,50.1,20.8,114.8,11.6,18.55,24.4,17.7,88.7,19.1,52.0,108.5,10.2
